梧州市,日照,,铁岭,铁岭,,海北藏族自治州,海北州
丹东市,济宁,,沈阳,沈阳,,恩施土家族苗族自治州,恩施州
烟台市,深圳,,长治,长治,,吐鲁番地区,吐鲁番市
丽江市,珠海,,乌兰察布,乌兰察布,,阿勒泰地区,
德宏傣族景颇族自治州,佛山,,毕节地区,#N/A,,临夏回族自治州,临夏
克孜勒苏柯尔克孜自治州,广州,,武威,#N/A,,东营,
怒江傈僳族自治州,惠州,,齐齐哈尔,齐齐哈尔,,大兴安岭地区,大兴安岭
邵阳市,韶关,,延边朝鲜族自治州,#N/A,,山南地区,
绥化市,阳江,,吴忠,吴忠,,玉树藏族自治州,
乌海市,湛江,,南通,南通,,阿拉善盟,
林芝地区,中山,,宝鸡,宝鸡,,抚顺,
景德镇市,肇庆,,济南,济南,,怒江傈僳族自治州,
湛江市,清远,,邵阳,邵阳,,克拉玛依,
莱芜市,长沙,,西宁,西宁,,黄南藏族自治州,
湖州市,永州,,德州,德州,,甘孜藏族自治州,甘孜州
雅安市,怀化,,沧州,沧州,,上海,
天水市,岳阳,,徐州,徐州,,昌吉回族自治州,昌吉
海口市,娄底,,眉山,眉山,,和田地区,
西双版纳傣族自治州,郴州,,天津,#N/A,,日喀则地区,日喀则
张掖市,株洲,,乌鲁木齐,乌鲁木齐,,铜仁地区,铜仁
成都市,湘潭,,铜陵,铜陵,,伊犁哈萨克自治州,伊犁州
达州市,福州,,无锡,无锡,,嘉峪关,
黑河市,厦门,,湖州,湖州,,,
郑州市,泉州,,清远,清远,,,
天津市,宁德,,湘潭,湘潭,,,
衢州市,北海,,马鞍山,马鞍山,,,
焦作市,柳州,,承德,承德,,,
鹰潭市,桂林,,南京,南京,,,
昭通市,梧州,,伊春,伊春,,,
呼和浩特市,百色,,楚雄彝族自治州,#N/A,,,
忻州市,河池,,威海,威海,,,
金华市,海口,,宿迁,宿迁,,,
临夏回族自治州,三亚,,呼和浩特,呼和浩特,,,
汕尾市,万宁,,西安,西安,,,
桂林市,临高县,,菏泽,菏泽,,,
铜仁地区,郑州,,凉山彝族自治州,#N/A,,,
怀化市,巩义,,昆明,昆明,,,
威海市,洛阳,,松原,松原,,,
淮南市,三门峡,,玉溪,玉溪,,,
宜昌市,信阳,,荆州,荆州,,,
徐州市,周口,,淮安,淮安,,,
呼伦贝尔市,昆明,,资阳,资阳,,,
湘西土家族苗族自治州,西双版纳州,,镇江,镇江,,,
濮阳市,丽江市,,日照,日照,,,
绵阳市,万州区,,泸州,泸州,,,
楚雄彝族自治州,巫山县,,娄底,娄底,,,
迪庆藏族自治州,长寿区,,河池,河池,,,
乌鲁木齐市,垫江县,,黑河,黑河,,,
廊坊市,永川区,,攀枝花,攀枝花,,,
安阳市,九龙坡区,,德阳,德阳,,,
株洲市,渝北区,,双鸭山,双鸭山,,,
萍乡市,开州区,,泰州,泰州,,,
阜阳市,涪陵区,,襄樊,#N/A,,,
滁州市,大渡口区,,泰安,泰安,,,
玉林市,忠县,,肇庆,肇庆,,,
宿州市,云阳县,,张掖,张掖,,,
鄂州市,奉节县,,内江,内江,,,
张家界市,巫溪县,,喀什地区,#N/A,,,
佳木斯市,秀山县,,黔东南苗族侗族自治州,#N/A,,,
通化市,两江新区,,大理白族自治州,#N/A,,,
盘锦市,石家庄,,赤峰,赤峰,,,
聊城市,沧州,,滨州,滨州,,,
开封市,沈阳,,秦皇岛,秦皇岛,,,
大兴安岭地区,大连,,株洲,株洲,,,
阿里地区,朝阳,,通辽,通辽,,,
十堰市,长春,,云浮,#N/A,,,
南京市,吉林,,三门峡,三门峡,,,
上饶市,松原,,周口,周口,,,
朔州市,武汉,,黄山,黄山,,,
阿坝藏族羌族自治州,孝感,,安庆,安庆,,,
永州市,黄冈,,亳州,亳州,,,
宜宾市,荆州,,张家界,张家界,,,
绍兴市,荆门,,泉州,泉州,,,
双鸭山市,仙桃,,德宏傣族景颇族自治州,#N/A,,,
泸州市,宜昌,,白银,白银,,,
庆阳市,十堰,,晋城,晋城,,,
温州市,西安,,孝感,孝感,,,
泉州市,咸阳,,遵义,遵义,,,
东莞市,安康,,南充,南充,,,
青岛市,延安,,阿里地区,#N/A,,,
甘孜藏族自治州,外地来京人员,,朔州,朔州,,,
葫芦岛市,海淀,,安顺,安顺,,,
郴州市,西城,,常州,常州,,,
嘉兴市,昌平,,普洱,普洱,,,
滨州市,大兴,,宜昌,宜昌,,,
娄底市,丰台,,临汾,临汾,,,
常州市,通州,,吉林,吉林,,,
包头市,石景山,,塔城地区,#N/A,,,
马鞍山市,顺义,,舟山,#N/A,,,
广元市,满洲里,,台州,台州,,,
保山市,南昌,,蚌埠,蚌埠,,,
重庆市,抚州,,阜阳,阜阳,,,
白银市,萍乡,,合肥,合肥,,,
嘉峪关市,九江,,黔南布依族苗族自治州,#N/A,,,
鹤壁市,新余,,安阳,安阳,,,
菏泽市,吉安,,焦作,焦作,,,
太原市,贵阳,,南阳,南阳,,,
茂名市,铜仁,,廊坊,廊坊,,,
克拉玛依市,黔南州,,大连,大连,,,
湘潭市,太原,,巴彦卓尔蒙古自治州,#N/A,,,
阿拉善盟,兰州,,海东地区,#N/A,,,
肇庆市,白银,,四平,四平,,,
博尔塔拉蒙古自治州,银川,,郴州,郴州,,,
延边朝鲜族自治州,中卫,,莱芜,#N/A,,,
文山壮族苗族自治州,马鞍山,,嘉兴,嘉兴,,,
沈阳市,铜陵,,石河子,石河子,,,
玉树藏族自治州,芜湖,,庆阳,庆阳,,,
济宁市,常州,,阿坝藏族羌族自治州,#N/A,,,
伊犁哈萨克自治州,盐城,,临沧,临沧,,,
合肥市,宿迁,,忻州,忻州,,,
朝阳市,自贡,,鹰潭,鹰潭,,,
临汾市,泸州,,鸡西,鸡西,,,
南充市,内江,,文山壮族苗族自治州,#N/A,,,
台州市,德州,,漯河,漯河,,,
舟山市,聊城,,鞍山,鞍山,,,
南阳市,滨州,,平顶山,平顶山,,,
荆州市,菏泽,,荆门,荆门,,,
沧州市,东莞,,惠州,惠州,,,
本溪市,汕头,,林芝地区,#N/A,,,
淮安市,益阳,,兴安盟,兴安盟,,,
巴彦卓尔蒙古自治州,衡阳,,辽源,辽源,,,
牡丹江市,常德,,新乡,新乡,,,
遂宁市,邵阳,,临沂,临沂,,,
莆田市,漳州,,巴中,巴中,,,
岳阳市,三明,,钦州,钦州,,,
长春市,防城港,,三亚,三亚,,,
酒泉市,玉林,,怀化,怀化,,,
内江市,儋州,,哈密地区,#N/A,,,
安康市,陵水县,,金华,金华,,,
河源市,南阳,,七台河,七台河,,,
益阳市,驻马店,,六盘水,六盘水,,,
自贡市,新乡,,驻马店,驻马店,,,
恩施土家族苗族自治州,平顶山,,萍乡,萍乡,,,
邯郸市,固始县,,盐城,盐城,,,
蚌埠市,曲靖,,聊城,聊城,,,
黄山市,玉溪,,白山,白山,,,
汉中市,红河,,黔西南布依族苗族自治州,#N/A,,,
漳州市,大理,,洛阳,洛阳,,,
孝感市,石柱县,,包头,包头,,,
凉山彝族自治州,合川区,,阳江,阳江,,,
塔城地区,璧山区,,龙岩,龙岩,,,
钦州市,梁平区,,玉林,玉林,,,
玉溪市,城口县,,常德,常德,,,
唐山市,丰都县,,永州,永州,,,
海北藏族自治州,保定,,通化,通化,,,
泰安市,承德,,海西蒙古族藏族自治州,#N/A,,,
汕头市,铁岭,,淄博,淄博,,,
德阳市,葫芦岛,,太原,太原,,,
大理白族自治州,本溪,,崇左,#N/A,,,
南平市,西宁,,成都,成都,,,
韶关市,黄石,,昌都地区,#N/A,,,
吉林市,恩施州,,神农架林区,神农架林区,,,
云浮市,随州,,定西,定西,,,
喀什地区,天门,,甘南藏族自治州,#N/A,,,
临沧市,鄂州,,中卫,中卫,,,
亳州市,襄阳,,牡丹江,牡丹江,,,
晋中市,铜川,,湘西土家族苗族自治州,#N/A,,,
吕梁市,商洛,,海南藏族自治州,#N/A,,,
大同市,锡林郭勒,,大同,大同,,,
辽源市,鄂尔多斯,,吕梁,吕梁,,,
南昌市,赤峰,,池州,池州,,,
柳州市,呼伦贝尔,,厦门,厦门,,,
无锡市,赣州,,百色,百色,,,
甘南藏族自治州,上饶,,扬州,扬州,,,
阜新市,景德镇,,固原,固原,,,
防城港市,宜春,,西双版纳傣族自治州,#N/A,,,
广安市,乌鲁木齐,,果洛藏族自治州,#N/A,,,
昌吉回族自治州,运城,,贵港,贵港,,,
和田地区,大同,,绍兴,绍兴,,,
红河哈尼族彝族自治州,长治,,温州,温州,,,
芜湖市,临夏,,鹤岗,鹤岗,,,
昆明市,固原,,广安,广安,,,
安顺市,宿州,,酒泉,#N/A,,,
吴忠市,宣城,,咸阳,咸阳,,,
南宁市,淮北,,天水,天水,,,
七台河市,淮南,,衡阳,衡阳,,,
秦皇岛市,黄山,,拉萨,拉萨,,,
咸宁市,丽水,,衡水,衡水,,,
北海市,湖州,,黄冈,黄冈,,,
阳泉市,镇江,,平凉,平凉,,,
乐山市,淮安,,重庆,#N/A,,,
石嘴山市,泰州,,宣城,宣城,,,
资阳市,齐齐哈尔,,莆田,莆田,,,
白城市,南充,,漳州,漳州,,,
巴彦淖尔市,甘孜州,,茂名,茂名,,,
锡林郭勒盟,乐山,,广州,广州,,,
白山市,眉山,,商丘,商丘,,,
固原市,淄博市,,宿州,宿州,,,
六安市,揭阳,,咸宁,咸宁,,,
六盘水市,梅州,,长春,长春,,,
贵阳市,湘西自治州,,鄂尔多斯,鄂尔多斯,,,
日照市,莆田,,海北藏族自治州,#N/A,,,
那曲地区,南平,,柳州,柳州,,,
北京市,南宁,,哈尔滨,哈尔滨,,,
定西市,澄迈县,,广元,广元,,,
张家口市,安阳市,,商洛,商洛,,,
海西蒙古族藏族自治州,漯河市,,恩施土家族苗族自治州,#N/A,,,
长治市,丽江,,大庆,大庆,,,
巴中市,保山,,吐鲁番地区,#N/A,,,
拉萨市,德宏,,鹤壁,鹤壁,,,
金昌市,西双版纳,,南宁,南宁,,,
珠海市,昭通,,宜春,宜春,,,
洛阳市,江北区,,三明,三明,,,
黔南布依族苗族自治州,铜梁区,,石嘴山,石嘴山,,,
周口市,大足区,,开封,开封,,,
哈密地区,邯郸市,,阿勒泰地区,#N/A,,,
普洱市,营口,,临夏回族自治州,#N/A,,,
黄冈市,丹东,,九江,九江,,,
宁波市,盘锦,,揭阳,揭阳,,,
贵港市,咸宁,,朝阳,朝阳,,,
延安市,汉中,,杭州,杭州,,,
济南市,河北区,,珠海,珠海,,,
福州市,河东区,,东营,#N/A,,,
龙岩市,外地来津,,许昌,许昌,,,
日喀则地区,滨海新区,,石家庄,石家庄,,,
果洛藏族自治州,和平区,,大兴安岭地区,#N/A,,,
武汉市,南开区,,宜宾,宜宾,,,
宣城市,西青区,,宁波,宁波,,,
曲靖市,东城,,山南地区,#N/A,,,
山南地区,锡林郭勒盟,,阿克苏地区,阿克苏地区,,,
鞍山市,呼伦贝尔牙克石市,,白城,白城,,,
安庆市,黔西南州,,达州,达州,,,
宿迁市,伊犁州,,唐山,唐山,,,
扬州市,晋中,,上饶,上饶,,,
四平市,阳泉,,来宾,来宾,,,
海南藏族自治州,白银市,,淮南,淮南,,,
三门峡市,定西,,汕头,汕头,,,
齐齐哈尔市,澳门,,盘锦,盘锦,,,
兰州市,徐州,,玉树藏族自治州,#N/A,,,
潮州市,佳木斯,,福州,福州,,,
海东地区,双鸭山,,阳泉,阳泉,,,
随州市,七台河,,阿拉善盟,#N/A,,,
鄂尔多斯市,资阳,,丽水,丽水,,,
赣州市,宜宾,,抚顺,#N/A,,,
乌兰察布市,凉山州,,湛江,湛江,,,
丽水市,淄博,,银川,银川,,,
吐鲁番地区,枣庄,,绥化,绥化,,,
渭南市,汕尾,,佛山,佛山,,,
昌都地区,漯河,,怒江傈僳族自治州,#N/A,,,
许昌市,商丘,,苏州,苏州,,,
驻马店市,鹤壁市,,克拉玛依,#N/A,,,
百色市,开封,,武汉,武汉,,,
镇江市,许昌,,呼伦贝尔,呼伦贝尔,,,
鹤岗市,江津区,,绵阳,绵阳,,,
石家庄市,潼南区,,潮州,潮州,,,
南通市,巴南区,,黄南藏族自治州,#N/A,,,
平凉市,綦江区,,梅州,梅州,,,
佛山市,廊坊,,甘孜藏族自治州,#N/A,,,
商丘市,邢台,,陇南,陇南,,,
兴安盟,四平,,北海,北海,,,
西宁市,潜江,,遂宁,遂宁,,,
松原市,渭南,,上海,#N/A,,,
抚州市,外地来沪人员,,滁州,滁州,,,
盐城市,浦东新区,,深圳,深圳,,,
黔西南布依族苗族自治州,长宁区,,昌吉回族自治州,#N/A,,,
衡水市,静安区,,金昌,金昌,,,
德州市,徐汇区,,张家口,张家口,,,
眉山市,虹口区,,汉中,汉中,,,
辽阳市,闵行区,,延安,延安,,,
杭州市,青浦区,,和田地区,#N/A,,,
哈尔滨市,黄浦区,,抚州,抚州,,,
常德市,宝山区,,乌海,乌海,,,
来宾市,嘉定区,,安康,安康,,,
新乡市,奉贤区,,运城,运城,,,
遵义市,河西区,,河源,河源,,,
池州市,红桥区,,晋中,晋中,,,
武威市,包头市东河区,,中山,中山,,,
攀枝花市,锡林郭勒盟锡林浩特,,曲靖,曲靖,,,
深圳市,鄂尔多斯东胜区,,景德镇,景德镇,,,
平顶山市,赤峰市松山区,,宁德,宁德,,,
铜陵市,呼伦贝尔满洲里,,海口,海口,,,
西安市,兴安盟乌兰浩特,,乐山,乐山,,,
三亚市,通辽市经济开发区,,葫芦岛,葫芦岛,,,
连云港市,锡林郭勒盟二连浩特,,六安,六安,,,
贺州市,鄂尔多斯鄂托克前旗,,郑州,郑州,,,
吉安市,呼伦贝尔牙克石,,铜川,铜川,,,
宝鸡市,六盘水,,烟台,烟台,,,
泰州市,朔州,,兰州,兰州,,,
三明市,临汾,,雅安,雅安,,,
宜春市,吕梁,,日喀则地区,#N/A,,,
榆林市,张掖,,渭南,渭南,,,
襄樊市,陇南,,铜仁地区,#N/A,,,
毕节地区,凉山,,伊犁哈萨克自治州,#N/A,,,
赤峰市,泰安,,巴彦淖尔,巴彦淖尔,,,
江门市,河源,,嘉峪关,#N/A,,,
石河子市,龙岩,,济宁,济宁,,,
淮北市,琼海市,,枣庄,枣庄,,,
衡阳市,东方市,,衢州,衢州,,,
惠州市,琼中县,,阜新,阜新,,,
咸阳市,安阳,,青岛,青岛,,,
黄南藏族自治州,鹤壁,,辽阳,辽阳,,,
阳江市,焦作,,本溪,本溪,,,
潍坊市,黔江区,,丹东,丹东,,,
阿克苏地区,南岸区,,锡林郭勒盟,锡林郭勒盟,,,
枣庄市,邯郸,,江门,江门,,,
清远市,衡水,,岳阳,岳阳,,,
,唐山,,南昌,南昌,,,
,锦州,,,,,,
,辽阳,,,,,,
,公主岭,,,,,,
,神农架林区,,,,,,
,宝鸡,,,,,,
,包头,,,,,,
,呼和浩特,,,,,,
,兴安盟,,,,,,
,通辽,,,,,,
,鹰潭,,,,,,
,吐鲁番市,,,,,,
,第七师,,,,,,
,第八师石河子市,,,,,,
,金昌,,,,,,
,天水,,,,,,
,吴忠,,,,,,
,宿松,,,,,,
,鸡西,,,,,,
,大兴安岭,,,,,,
,巴中,,,,,,
,广元,,,,,,
,外地来穗人员,,,,,,
,茂名,,,,,,
,江门,,,,,,
,濮阳,,,,,,
,普洱,,,,,,
,渝中区,,,,,,
,张家口,,,,,,
,四平市,,,,,,
,通化,,,,,,
,松江,,,,,,
,金山,,,,,,
,外地来津人员,,,,,,
,门头沟,,,,,,
,巴彦淖尔,,,,,,
,吐鲁番,,,,,,
,第八师石河子,,,,,,
,金昌市,,,,,,
,天水市,,,,,,
,平凉市,,,,,,
,鹤岗,,,,,,
,张家界,,,,,,
,钦州,,,,,,
,贺州,,,,,,
,滑县,,,,,,
,长垣县,,,,,,
,武隆区,,,,,,
,延边,,,,,,
,榆林,,,,,,
,韩城,,,,,,
,杨浦,,,,,,
,遵义,,,,,,
,黔东南州,,,,,,
,毕节,,,,,,
,宁东管委会,,,,,,
,攀枝花,,,,,,
,阿坝州,,,,,,
,琼海,,,,,,
,陵水,,,,,,
,澄迈,,,,,,
,临高,,,,,,
,东方,,,,,,
,琼中,,,,,,
,定安,,,,,,
,昌江,,,,,,
,乐东,,,,,,
,永城,,,,,,
,长垣,,,,,,
,荣昌区,,,,,,
,松江区,,,,,,
,杨浦区,,,,,,
,金山区,,,,,,
,宁河区,,,,,,
,海淀区,,,,,,
,朝阳区,,,,,,
,大兴区,,,,,,
,西城区,,,,,,
,昌平区,,,,,,
,通州区,,,,,,
,丰台区,,,,,,
,东城区,,,,,,
,石景山区,,,,,,
,顺义区,,,,,,
,门头沟区,,,,,,
,怀柔区,,,,,,
,乌兰察布,,,,,,
,胡杨河,,,,,,
,石河子,,,,,,
,阿克苏,,,,,,
,平凉,,,,,,
,潮州,,,,,,
,临沧,,,,,,
,沙坪坝区,,,,,,
,秦皇岛,,,,,,
,阜新,,,,,,
,鞍山,,,,,,
,普陀区,,,,,,
,未知地区,,,,,,
,宝坻区,,,,,,
,东丽区,,,,,,
,房山区,,,,,,
,第八师,,,,,,
,第九师,,,,,,
,晋城,,,,,,
,忻州,,,,,,
,甘南,,,,,,
,黑河,,,,,,
,贵港,,,,,,
,邓州,,,,,,
,楚雄,,,,,,
,待明确地区,,,,,,
,崇明区,,,,,,
,乌海,,,,,,
,安顺,,,,,,
,文昌,,,,,,
,济源,,,,,,
,高新区,,,,,,
,海北州,,,,,,
,延庆区,,,,,,
,乌海市,,,,,,
,庆阳,,,,,,
,文山,,,,,,
,彭水县,,,,,,
,吉林市,,,,,,
,辽源,,,,,,
,杨凌,,,,,,
,津南区,,,,,,
,昌吉,,,,,,
,第六师,,,,,,
,石嘴山,,,,,,
,拉萨,,,,,,
,保亭,,,,,,
,酉阳县,,,,,,
,来宾,,,,,,
,酉阳,,,,,,
,万盛经开区,,,,,,
,北辰区,,,,,,
,待明确,,,,,,
,未明确地区,,,,,,
,塔城,,,,,,
,五家渠,,,,,,
,巴州,,,,,,
,兵团第九师,,,,,,
,兵团第七师,,,,,,
,兵团第八师石河子市,,,,,,
,兵团第六师五家渠市,,,,,,
,白城,,,,,,
,武清区,,,,,,
,密云区,,,,,,
,昌吉州,,,,,,
,阿克苏地区,,,,,,
,兵团第十二师,,,,,,
,梅河口,,,,,,
,宁东,,,,,,
,赣江新区,,,,,,
,兵团第四师,,,,,,
,大理州,,,,,,
,红河州,,,,,,
,德宏州,,,,,,
,楚雄州,,,,,,
,文山州,,,,,,
,伊春,,,,,,
